Boring political Santa Barbara,0
Very Honest,1
Critics must be biased against MacFarlane?,1
No spoilers,1
A good mix of the hilarious and the ridiculous,1
Perfect,1
Hipster humor that just isn't funny,1
The Usual Craps of TV Sci-fi,1
A promising start and an interesting premise,0
STOP The Stupid Background Music,1
"Good Series, Bad Ending",1
Three episodes in and ... probably out? Not sure what to expect and if worth watching further.,1
Terrible show,1
Stitcher or Stinker?,0
Great series.... Big blooper,0
"As darkly comic and multilayered as Breaking Bad, yet very much its own thing",1
Insanely entertaining,1
Awesome!,1
There is something lurking in the dark...,1
A truly unique show,1
Gypsy: An ambitious Netflix disaster,0
#SAVELUCIFER,0
Obsessed!!!,1
True to the Original. Hope it lasts.,1
The writers should be ashamed of what they did to the viewer,0
Just so damn boring,0
The melancholic vicar's adventures,1
Refreshing new comedy.,0
poor,0
A million ways to die... in space!,1
Down Right Bad,1
"Great Show, Hopefully People will wake up",0
Same old thing Different title,0
I love this show!,0
Fantastic series,0
After 2 episodes,1
This is actually good,1
Don't compare to Doctor Who,0
Perfect Score...,1
After viewing first episode....,1
Dreadful,0
Same old thing Stolen title.,0
NOT Anne of Green Gables!!,1
Better than the movie,1
I hope there is more to come,1
Code Black is truly awesome!,0
Worst of the worst of competition shows,1
Disjointed Lights Up Mid Season,0
I gave up on this one,0
this is a great show,1
"I give everything a chance; take it from me, skip this show",0
A delightful laugh riot,0
Great series - edifying and engaging,1
Want to like it,1
Netflix has made a cartoon for the ages!,1
Carpe DeGucci!,1
The jury is still out on this one.,0
Give them another chance,0
Season 7...I'm Bailing!,0
What a marvelous merry go round of emotional hang ups and misadventures!,0
Empire,1
"No plot, no point",1
New Season,0
"Another show pushing a ""progressive"" agenda",0
Fake & way over the top,1
"Very good for a sitcom, but too preachy",1
Have walked in Sophia's,0
Good and exciting,0
As for the pilot.. LOVED IT! Now lets see where this goes..,0
DISAPPOINTING!,1
Disappointed,0
Great show more realistic than Power,1
If you like Girls (Lena Dunham) you'll love this,0
"Good cast, poor writing",1
So funny and so entertaining,1
When your strength becomes your weakness,1
8.1????!!!!!!,1
Sick of political in-fighting sub-plots,1
Excellent,0
4 Honks From the General Lee,0
Chicago Fire is on fire I love it so much!,1
Side splitting laughs guarantied.,1
Unrealistic,0
Season 4?????,0
Nothing but sleaze,1
Used to be better,0
Great sitcom,1
This show is nothing but gay propaganda and anti-corp/govt,0
Time to wrap this show up,1
Clichéd. Generic. Unimaginative.,1
Give it a go and you'll be addicted before you know,0
Decent Watch,0
The best program I have seen in years,1
"In the tradition of, ""Space Cop""",1
This show is actually REALLY good,1
Just Awful,0
Only watch season 1,1
"Starts Slow, but Finishes Amazing",1
Very promising,0
"offbeat, about experimental lifestyles - self deprecation is godlike",1
"I Love, The Crossing!!",0
PETTY BS DRAMA,1
An original series,0
Why cancel a good show.,0
Good series wish they had a 2nd season,1
I like it,1
Sophia-Not cute or likable-TOO MUCH!,0
"Fantastic, gripping new series!",1
Very good show fan since first episode,1
"Wonderful show, Tom Ellis is fantastic as Lucifer!",0
Loved it.,0
Billions is an intriguing new show that has promise. Second season is even better,1
Amazing representations,0
Looks like the BBC UK hit its mark right with 'Luther'!!,1
Couldve been better,0
Looking forward to see 2nd episode,0
The Best,1
Ten Stars Territory for this Underdog,1
This show makes you feel like you did watching Breaking Bad,1
Sweet story but a little too dramatic at times,0
Well well well,1
Similarities,1
This Ain't Trek,1
Over the top,1
A show that seems abrasive and then sucks you in with its heart.,1
Most brainless clever fun I had in years,0
Spooks it ain't.,1
Pretty good but comparing it to The Wire? Not really...,1
Back Off Hater or Not.,0
"Great casting = funny characters, EP Mike O'Brien and Lorne Michaels",1
Solid Show,1
Take a chance,0
It's both good and bad at the same time,1
Unwatchable,0
Funny stuff but probably only if you can relate,0
Season 2 ruined by the SJW agenda.,1
Watch Brothers and Sisters instead.,1
Season 2 - LGBTQ (et al) meets 1890's rural Canadia,1
rawks!,1
"Decent acting and potential, but unfortunately shameless left-wing propaganda",0
Surpising in its originality and entertainment,1
"Humor is kind of bland, but OK other than that.",1
Was expecting more *Spoilers*,0
How did this make it to air?,0
Utter disappointment,0
Totally gripping,0
Low budget supernatural,1
Best show on tv,1
Loved the first season. The second...well not so much,1
the best new show in years,1
It's called No Activity for a reason,1
Better than expected,0
Writing Writing Writing,1
Reality check: This show sucked!,1
Not usually my type of Comedy but this was a extreme surprise,1
Oddly satisfying sci-fi comedy,1
Pretty decent but far from exceptional,0
The show is just getting better and better...,0
"Funny, informative and heartwarming",1
Mad and hilarious,0
how has this got 7.2 ?,0
The last two minutes of the entire season sucked! **CAUTION Spoiler Alert!**,1
love is love,0
Who Was The Moron Who Decided To Use This Horrid Music?,1
"Not everyone's cup of Bunny Juice...I picture gypsy's, gyppin'around...",1
Love it!,1
J.J. Is A Firework,1
Bill Nye is NOT a scientist!,1
Read the book,1
"Pay Attention to simple details, and you've got hours of fun ahead",1
Horrible,0
Authentic.. and genuinely funny.,1
Horrible Waste Of Time,0
Tremendous Terrific Television...,0
Has Yet to Disappoint,1
Siren SONG,1
What a complete load of horse s***,0
Nail biting fantastic mystery thriller,1
It has potential,1
Insult,1
I love this show,0
It's ok,1
HOME SWEET HOME,1
Shows promise... but flounders,0
Great show,0
I like this show up until they replaced Stonebridge and Scott,1
Tedious and Amateurish,1
An underrated sleeper series that apparently won't get attention until too late,0
"Now, this is what you get if you let loose a comic writer",1
Unrealistic yet relatable,1
So under rated and absolutely top notch,1
Racist sexist trash,0
Great show!!!,1
Another lame attempt to portray science and technology in a lame and stupefying manner,1
Not for the slow-witted or pop culturally illiterate,0
The best comedy on TV by far,1
PSA,0
This show! Is! Too much! Man!,1
Wonder why didn't see this series earlier Love with the cast,0
Just Keeps Getting Better And Better!!,1
"24 was awful, this takes ""Awful"" to a whole new dimension",0
"S1 good, S2 alright, S3 terrible",0
Excellent Show!,1
Garbage,1
"Just because of the name, some white people are offended.",0
Unexpectedly good,1
Get Real!,1
Love this show!,1
rise is what we need,0
"Rawer than most, which makes it more real somehow",1
Engaging and funny for those on the left but even then Maher himself can be extreme and disruptive at times,1
"Exactly what was needed, exactly at the right time.",0
Best Superheroes Show at the moment,1
MANY gratuitous rape & sex scenes ruin this series,1
Low class white trash,0
Piers Morgan,1
Trying to hard,0
Very decent action series.,0
Excellent and nothing like the book,1
Great!,0
"My God, Season 2 is worse than Iron Fist!!!",1
Fantastic Show - Please renew for season 4!,1
"I can't stop watching all the episodes, until Netflix brings it back for S2",0
Orville all the way.,1
"It's not quite ""Stranger Things"", but...",0
"If you love theater, you'll love this show",0
"First episode is bad, but it really gets much better after that!",1
"Disappointing, somewhere there, just not captivating",0
Decent Psychological Thriller With Plenty of Untapped Potential,0
Judges were too biased,1
Back to the basics works!!,0
Essentially depression porn,1
Absolutely Awesome,0
Beautiful,0
New To This!,1
"Very good, getting better",1
Wishful Thinking for Some,0
"Wow.......... Breaking Bad, The Wire, and The Sopranos caliber.",1
"Commercial, cheap, and dull",1
Overall I like the show,1
"Just Funny, and that's all you need.",0
Waiting every Friday. Thumbs up Amazon.,0
Fast-paced and fun.,1
About Time!!,1
No laughs,1
Frantic and Silly,0
Artful crime solving skills,1
"It's not Douglas Adams, still very good series",0
Oh boy,0
He is crying racism every episode,1
What a waste of a good storyline,0
"No Riggs, no show",1
A Must Watch For Everyone :),1
Great Show!,0
Better than expected,0
Who told these guys they're funny?,1
This Show is Hilariously Weird!,0
This show is a Joke and absolute bull crap concept,0
Just Excellent,1
The Zoo,0
Finally a new adult cartoon in league with Family Guy or South Park,1
AMC has another hit!,1
Phony Baloney,0
introspective and emotional,1
Quite different level - fantastic!,1
The Smoke Monster,0
Such a stupid finale,0
American rewriting of history (again),1
This content is horrible. I mean so bad.,0
The theme obvious (and then entertaining) when it hits you like a vodka shot...,0
The Mist: An Emotional Journey.,0
What could be promising turned into drudgery,0
Best Netflix comedy yet,1
Jackpot!!!!,0
Beyond Belief,1
And they call this a reality show?,1
Excellent Show! Absolutely love it.,0
Entertaining,0
"I adored it, very funny and some jokes you almost miss",0
Trying to make Canadian history more dramatic...than it was,1
"Downward Dog---THE ABSOLUTE BEST, EVER!!!",0
"Dice, reloaded...A triple parlay hit on the Yo...If you shoot dice, Ya follow. :)",0
Fun Show,1
"Unbelievable. In oh, so many ways...",0
This show used to be so good,1
"Trite plot, poor acting and even poorer logic",1
This is only funny for parents with small kids.,1
Started off with promise then flopped on Ep7,0
What drivel!!! Absolutely shock!,1
An OK sci-fi detective show with a lot of potential,0
Very Good Show overall,1
Budget wrongly spend,1
"A slow start, but it gets there",0
"OMG, this show is a joke.",0
"talented cast, lame storyline,scripts and plots.",1
Great News is a delightful masterpiece!,0
"Redundant, Lazy and Convenient story writing",0
Biggest disappointment to date.,0
Fox does it right,1
Deserves many awards!,0
Was a great show,0
Fun at first now it's getting hard to watch,0
Completely misunderstands source material,0
Best sci fi in a long long time,0
The highest production values but... where is it going?,0
This is totally different and genius...,1
The worst storytelling,0
All hail Gabrielle,0
Season Two - I am Lost.,1
Disheartened,1
Just not funny,1
As Legitimate As...Nothing,1
"Reminded me of ""The Blacklist"" and now ""Blacklist: Redemption""",0
"1st season great, 2nd going in predictable direction, 3rd will be a let-down",1
A Real Disappointment!,0
The Older Characters...,1
"As with ""The Avengers,""",1
So Good that I can keep on watching....,0
Refreshing. Heartwarming. Perfection.,1
What the heck,0
Watchable until the end of Episode 2...Dumbest script ever!,0
"Rather captivating, I loved it. Every inch a Queen.",1
Sooo annoying...,1
Great show,1
what the world needs now,1
"Not your typical cliché BET series, at least it's trying not to be one.",0
Where was this show when I was a teenager?,1
Could've been so much better...,1
"Great idea, execution misses the mark",1
Used to Really Like It...,0
Worth a watch,1
Awesome chemistry,0
Yeah. Stick to the first season. It is very engaging.,1
"Please, change the TV show's name. This wasn't Preacher at all ! ! !",1
Not for anyone who loves the movies ... or the books,1
If you loved Airplane you'll love this,0
Best thing on TV,1
Waste of time and not really good,1
Code Black,0
underwhelming,1
Ego clashing at it's worst,1
The Flashbacks alone drive one Insane!,0
Wow!,1
Very enjoyable series,1
Insulting to terry brooks novels,0
A Web Series Turned TV Show Which is the Best TruTV Has Now,1
This show is a scientific anomaly,0
"Good, lighthearted fun!",0
not too bad.,0
"All of a sudden, I had a sense of humor.",1
Hated this,1
good with a darker edge,0
Cancelled no season 3!! who the heck makes these decisions? Hope its picked up elsewhere,0
Not as bad as people say,0
Top notch,1
Gorgeous! Best Series of 2015!,0
More Hollywood PC Magic,1
Excrement,0
Plot lost in all the soap box suds.,0
The Best New Television Show Of 2016... No Debate,1
Excellent... but it stops too soon,1
CANCELED?!?!?! Really? This show is/was.................,0
I watched this because the whole Tom Cruise Katie Holmes thing,0
True to the spirit of TOS and TNG,1
The best of the best,0
Finally!! A fantastic comedy about adults!! THANK YOU!,1
Obnoxious show about chatty egocentric gossip queens.,0
"Gives ""Reality"" TV a whole new meaning.",1
Great family drama,0
very good thing to watch when you have nothing to do,0
Great Show,1
Refreshing and out of the box,0
Boring boring boring,0
Jumped the shark,0
Excellent and hilarious show!,0
Azaria's best work,1
Not that good,0
Second season is awesome,1
Let's Give Eugene Levy's Son a Show!,1
Very good TV show,0
Do Voters No What they are Voting for,1
Anne Heche is not convincing,0
Really good so far,1
Great LGBT representation,0
One of the best shows Ever,0
So relatable,1
How to take a great idea and destroy it in public,0
"Not a waste of your time, trust me.",0
Great show that Viacom destroyed,0
It started so well... and then Season 4 happened...,1
Suits is brilliant,1
Very Disappointing,0
Has heart,0
Literally anyone could come up with funnier content on the spot,0
"Lacking, in writing, plot ,characters , innovation",0
Gotta Love Bruce Campbell and his Evil Dead Combination.,0
i never really liked this show,1
Entertaining without a lot of trash,0
Amazing,1
A pack of lies,1
Another one bites the dust,1
Loving this show,0
A delicious high class character drama that feels both timeless and very timely,0
Terrible,0
I'm enjoying it...,0
Best Animation show,1
Pretty Horrible,0
"Decent acting and potential, but unfortunately shameless left-wing propaganda",0
"""Transparent?"" Should Have Been Called ""Annoyingchildren""",1
Less of enterntainment more of leftist propoganda!,0
A well executed insight into Junior College Football,1
Amazingly Bad,0
Best family sitcom in a decade.,1
Best Show I've ever seen!!,1
Inappropriately updated for 2017 - NOT true to tone of the book,1
Brilliant! Challenging! Compassionate!,0
A Great Comedy to Watch!,0
Funny show I've seen in awhile,1
Binge Watcher's Bonanza,0
Not so good,0
a good reminder,0
This show will definitely be cancelled,0
One of the best shows Ever,0
If you want to be on this show.......,1
EFF YES,1
Reminds me of early Breaking Bad,1
Ridiculous editing and judging,1
Great idea that has lots of potential,0
Just OK,0
How Could anyone cancel this show??!!,0
You Can't Unsee It...,1
Give this a chance,0
Great show with important messages!,0
Improved with age,0
rigged,1
Beast of Burden,1
not worth the time,0
It's like a chili cheese dog for your brain,0
Irritating,1
Disappointing Detritus,0
Corky Hilarious Fun Time,0
As of 5 episodes in... a totally below average,0
Seen a lot of bad TV,0
Hilarious!,1
"Just not the same, pretty terrible",0
"Started very well, then simply exhausted itself.",0
"Take a classic, make it better",0
Good fictional series where the animals get back at humans after years of suffering under them,0
I'm impressed,1
"""there is enough to go around""",0
Sad and Depressing,1
The Hero of the Sunday Night Lineup,1
"Outstanding, compassionate comedy",1
I really have to give this the full score,1
So that happened...,0
ER Updated,0
American TV should take notice,1
"Elegant, epic, romantic and somewhat mysterious... Looked good enough to eat!",0
It's Good But...,0
Nope!,0
Used to be better,0
Make season 3 please,0
Two Thumbs Down,0
Waste of time,0
So Funny!,1
What a ride! Phenomenally witty and raunchy with incredibly entertaining and overly gratuitous violence. Perfection.,1
Bad bad science,0
Could of been so much better !!,0
Great season except for Cyrus,1
"Read the books, this is Twlight with Elf ears",0
"Ironically, Everything Sucks! Doesn't Suck",0
Great period drama,0
Not everyone appreciates the same things,0
This is AWESOME!!!! Don't stop filming this show!!!!,1
"1st Season 8/10, 2nd Season 1/10",1
I am not buying this...,1
Started off good. Going down hill,1
Wishful Thinking for Some,0
Great Dancers; Needs Work on Production,1
"Garbage. It's the ""music.""",1
Wacky. As In A Zany Cartoon Way.,0
Networks are condescending- save the crossing,0
Love,1
"""Kimmy"" Is No Bull Schmidt",1
Amazing and funny show!,1
"Why, why? Why, just why????",1
Intense and Engaging,1
CanaanyoneunnerstanScarlett?,0
"Not The Best, Not The Worst (SPOILERS)",1
Stupid version of great show,0
Worst Show i have ever seen!!!,0
First Episode is a worthy ST TOS successor in spirit,1
I've seen both. The American is better. (But not by a lot),1
Fantastic,1
Less Than Mediocre,0
Waste of time,1
Loving watching Speechless,1
Great show!,0
Waste of time,1
Breathe. Just breathe...,1
Disapointed,0
Boring.....,0
My family and I love this show!,1
Teen angst in a tardis......,0
Unwatchable,0
New favorite!,1
A masterclass is all things TV,1
This show should exclude singing.,1
"Incredible, Original, Risky, Brilliant. Not for the faint-hearted or easily shocked.",0
Love it,1
Do not cancel!,1
Love it,0
The Hollywood Mob Revealed,1
Brings you back to feel good place,1
"Bad for 24, below-average for TV.",0
Name speaks for itself,1
Excellent,0
It started so well,1
Don't watch if you are not smart and secretly wicked.,0
Quirky and Aborbing,1
Really tried to enjoy it,1
a good reminder,0
Bosch. Connelly's Bosch,1
Fantastic! Especially 9th season,1
"Unique, fun and light hearted",0
instantly addicted,1
"Ridiculously bad plot and storyline. Simply, waste of time.",0
Terrible,0
Dreadful,1
Believe the Hype!,0
Bill Burr's voice cracking is reason enough,1
love this series,0
After episode 10,0
Great Show,1
Where have they Taken this?,0
Comedy with heart,1
Two veterans of World War II combine forces in English country village,1
"Solid, very solid.",0
Excellent,0
It's better than most of the crap out there right now,0
Show about a horrid girl who is delusional and thinks she can sing and act,0
Funny and informative,1
"Wooden, wooden and clichéd...oh, and a dollop of ham too.",1
Annoying at best.,0
Horrible Script,0
Not again,0
How does this get a 7+ score??,1
breath of fresh air,1
24 minutes past Midnight,0
So much freaking gory fun,0
Brilliant and disturbing,1
Not the same.,1
"Downward Dog---THE ABSOLUTE BEST, EVER!!!",0
A Frankenstein's Monster that manages to be less than the sum of its parts,0
It's as if the CW did a show about race relations....,1
"A Boring, Cheesy, and Wholly Mediocre Space Opera",1
Totally not what I expected,1
"# KEEP AWAY BE SAFE No plot , highly disrespectful to Martyrs , Americans",0
Beautiful scenery but lukewarm romance,1
You gave it 1 star cuz IMDB has the rating wrong?,0
more please!,1
Mostly brilliant,1
What a pleasant surprise!,0
Superb !,0
Unwatchable,1
"Kind of a ""Guilty Pleasure/Nothhing else to watch"" show",0
A great cast can't fix a poor series.....,1
Good Comedy Show-Glad it's returning,0
Awesome art,0
I thought I'd hate this......,1
"Lazy, lazy work...",1
"Sick tv series with sick message, but excellent actors",0
Funniest show I have seen in a while,1
Just Brilliant,1
An American try on European history....,1
slight spoiler,0
Jack Ryan hijacked,1
and it took for the show to be cancelled for me to write a review,0
Very torn. Love and Hate this show already.,0
Best News Ever,0
Silencing the Deaf,1
A show of its own,0
Jody Comer is exquisite!,1
Nice TV show addressing important social issues,0
I just love zach braff talking,0
Love it!!!,1
Outrageous elimination,1
Enjoying this show,1
Love love this show,0
Wasted Talent,1
The 'MUST WATCH' Sci-fi show of 2016,1
"Predictable, overrated, boring, and repetitive.",1
The hype is not real...,1
Very unpleasant experience,0
Fantastic show,1
"Great, suspenseful action packed show!",0
Police Squad + Sledge Hammer = Poor Imitation,1
Are you willing to forgive?...,0
"good premise, poor execution",0
Cute but a bit Juvenile,0
Remarkable - for all the wrong reasons!,1
One of the best!,0
"Great Documentary, Some Negative Stereotypes",1
Refreshingly good,0
Surprisingly Awesome,0
One of the best series I have ever seen!,0
Going down the toilet,0
British producers just love that immediate postwar era,1
A good cast wasted on painfully bad writing,1
Unfunny recycled old jokes,1
Very good but not ground breaking,0
Wonderful new thriller!,0
Ugly people,1
Excellent series,0
I miss it...,0
Big government and Presidential worship.,0
Great Representation,0
"A Topical, Character-driven Chucklefest",0
Right On!!!!,1
Awesomely funny,0
Stop Watching When Gretchen Gets Depressed,1
Obsessed - There needs to be a season 4,1
Star,1
So addicted to this show...but tonight's vote?????,1
"Captivating, so much so, this is the reason I signed up for Netflix!",1
Love is thicker than blood,0
Sigh...you did it wrong...again,1
Hap & Leonard,0
Honestly the Best Show ever Love love love,0
this show had spoiler for Homeland (this review contains no spoilers),0
Pointless!,1
wriggle your toes and bring out the hot chocolate......,1
You won't get past the opening,1
Brilliant and captivating! 100 stars!!!,1
Could have Been So Much Better,0
Terrible,0
Lots of flip-flops,1
Fox is compromised by the demons,0
Ten years on,1
Street certified!!,1
Two Thumbs Up,0
Waste of time,0
Taking up the mantle dropped by star trek.,1
The show is far fetched.,0
Great show that Viacom destroyed,0
Good comedy,1
Lethal Decision?,1
Luckily they released the two seasons that aired!,0
Great laughs!,0
"7.2 rating give me great hope, minute by minute review",1
"Love the show, get rid of Kelley",0
It felt amateur,1
Best Hospital Series TV,0
Fallen TV show,0
Pure Summer Silly Fun,1
Slow and dumb....,0
The only way that I'll ever know Bill Maher (and I have my own new rules).,1
"Not read the book (yet), really liked the show so far.",1
Disjointed and Unpolished,0
Unlikable,1
"Joins the ranks of Infotainment heavy hitters, Bullsh*t, Jon Stewart and Bill Maher",1
"Just give YouTube Red their $9, they earned it!!!!",1
a true masterpiece,0
Wow,0
Misplaced,0
horrifyingly horrible. watching the pilot was a pain.,0
Honestly the Best Show ever Love love love,0
Time to kill of Scarlot,0
Fresh - Best Comedy Since The Big Bang Theory,0
This Show Is Good!,0
I love this show,0
good show,0
Tailormade for the sick and depraved.,0
"Show started out great, season 2 ending felt lazy,",0
Whiny Characters Who Never Grow Out of Whining.,0
TV Excursion: An Opener's Heaven,0
"Ricci, Hoflin and Straithairn Save The Day!",0
A show about a brat can only go so far,0
#notmynickcannon,1
This show is great I recommend people check it out especially if you loved the step up movies,1
Canadian Ham,1
Saddened to watch how WoD Abused Eva Ygo - Two Seasons!!,1
"""Never give a redneck money.""",1
Started out funny then just dark and dumber,1
So bad it actually made me angry,1
Love It,1
Waste of a Half Hour,0
If you have any education at all + IQ >80 ... skip this,0
Did Disney fire all their artists?,1
This Show Is Good!,0
Sitting on the fence on this one,1
Marvelous,0
Pluses and Minuses,1
"A little less conversation, a little more...anything",0
Too kiddie,1
Sigh. Really not good.,1
Off to a rough start... But worth sticking with,1
"Without Liam Neeson, It's Not ""Taken""...",0
Put off,1
"This is so so so Good! An instant classic. Ignore the negative reviews. Just a few know how to appreciate Schopenhauer, same goes for this philosophical gem.",0
Fails to entertain with details like Daredevil,1
What a pleasant surprise,1
"The Night Shift: A series that started out a little rough, fixed itself up to be pretty good, but then fell right on its face in the final season.",0
So bad. So disappointing.,1
Meh.,1
its best but jack is the best,0
YAS YAS YAS A MILLION TIMES YAAAASSSSSS,1
One of the bests out there!,1
Not giving up.,0
Narco drug trafficking culture with Pallas Athene women taking the reins,1
Say it isn't so,0
"Liked the content, narrator sucks !!!!",1
Love this show,1
"I adored it, very funny and some jokes you almost miss",0
All mess & misery deserve a little Wyatt Cenac.,1
EXCELLENT on a Believable Level,1
Art,0
Great Sci-Fi,0
Excellent!!,0
Genius,1
Where's the narration gone?,1
"Begins as a faint reflection of Firefly, but wait, there's more...",0
"Started off good, then came all the Social Justice issues. No longer interested.",1
The show WAS great.......NOW VERY LAME!!!,1
Why does Family Guy have a higher IMDb rating? We need to change that!,1
Good season 1 and that's it.,0
No ignorance here,0
Send in the clowns,1
Stop complaining and give the show a proper chance,1
100% LIBERAL BIAS,1
The Secret Life of Families,1
If you are tempted to skip the series . Just watch Episode 8 . It's worth it!,0
The premise is predictable,0
Worthless show,1
Priyanka Chopra,0
This show sucks!!,1
This is a fantastic new educational show,1
Never seen something that can become so much more.,0
What's The Point ?,1
SyFy sure does produce some crazy stuff.,1
..when you run out of others.. it's something to pass time,1
"Soapy rendition, shallow characters",0
Westport? More like Sausalito or Malibu,1
"I love this show too! Please, Netflix (or someone!), take it over!",0
Brilliant!,1
E! Needs to STOP making scripted shows! The Royals and Arrangement are Poor Quality,0
Brings the FUN back to TV again,1
'GYPSY' has a slow start but it gets great by the mid-season.,0
"Uncanny gritty and dope ""Gangsta"" Tale!!",1
Spoon!,1
Jenna Coleman is Victoria,1
I never watched anime,1
"I gave the show a chance, but I can't take it anymore",0
It's just soft tartan porn,1
The Mist... opportunity.,0
Best sci-fi in the longest time,0
Best thing I've seen in many years!,0
No words can do it justice!,0
"Nincompoops, Chowderheads, Idiots, and Simpletons",1
Disaster in s#4,1
Beyond Awesome,0
This show is a scientific anomaly,0
Fantastic right up until the final episode,1
i Made A Mistake...Great Show,0
Want to see more Seasons of Taken,0
William Zabka,1
What's the point?,1
The most amazing series I have ever seen,0
One of the best shows I have ever seen,1
Enjoyable TV series,1
What the hell is happening to this show?,1
Oh boy how disappointing,0
"Excellent Pilot, feels very much like Six Feet Under with a twist...",0
It Doesn't End As Predicted,0
It deserves another season,1
This is one very stale comedy,0
Fell flat miserably but a good time passing show..,1
